Filename,Valuetype,Index Type,Problem Size,Bytes,Allocation-time,Access Method
./Cstackarray,i,m,250,1000,0.0003010,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0002310,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0003100,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0003100,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0003700,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0002810,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0003410,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0003000,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0002400,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0002910,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0002200,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0003010,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0003210,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0002900,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0003710,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0003310,a[i] = i*x
./cppstdvectr,i,m,250,1024,0.0008020,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0008020,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0008510,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0008010,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0007910,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0007820,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0007910,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0007820,using reserve(size) emplace_back
./Cstackarray,i,m,250000,1000000,0.1887900,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1466100,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1193880,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1640430,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1886400,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1631020,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1942510,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.1726990,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1759960,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.0902220,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1604060,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1701450,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1112120,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1497260,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1185660,a[i] = i*x
./cppstdarray,i,m,250000,1000000,0.1506170,a[i] = i*x
./cppstdvectr,i,m,250000,1000024,0.9792610,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0002100,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0429320,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,0.9767060,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0067420,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,0.9801620,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0976770,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.1822080,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0116120,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,1.0731290,using reserve(size) emplace_back
