Filename,Valuetype,Index Type,Problem Size,Bytes,Allocation-time,Access Method
./Cstackarray,i,m,250,1000,0.0007290,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0007290,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0007000,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0006890,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0006800,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0006870,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0006490,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0006960,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0015040,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0014030,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0014650,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0014790,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0015550,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0014980,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0013830,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0014990,a[i] = i*x
./cppstdvectr,i,m,250,1024,0.0088040,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0082530,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0082820,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0083040,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0087840,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0088290,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0087470,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250,1024,0.0083440,using reserve(size) emplace_back i*3
./Cstackarray,i,m,250000,1000000,0.9729940,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.9272170,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.8911140,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.9105600,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.9148990,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.9211230,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.9328770,a[i] = i*x
./Cstackarray,i,m,250000,1000000,1.0576580,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7119870,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6498730,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6622680,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6400880,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6718230,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6463830,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6427800,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.6318310,a[i] = i*x
./cppstdvectr,i,m,250000,1000024,8.4335920,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4356160,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4319190,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4378500,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4256420,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4209520,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4141190,using reserve(size) emplace_back i*3
./cppstdvectr,i,m,250000,1000024,8.4267500,using reserve(size) emplace_back i*3
