Filename,Valuetype,Index Type,Problem Size,Bytes,Allocation-time,Access Method
./Cstackarray,i,m,250,1000,0.0009920,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0008920,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0008020,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0007910,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0008220,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0009620,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0008620,a[i] = i*x
./Cstackarray,i,m,250,1000,0.0008220,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018140,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018340,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018030,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018230,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0021140,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018640,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0021440,a[i] = i*x
./cppstdarray,i,m,250,1000,0.0018240,a[i] = i*x
./cppstdvectr,i,m,250,1024,0.0092980,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0093780,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0092480,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0095580,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0092080,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0093480,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0092570,using reserve(size) emplace_back
./cppstdvectr,i,m,250,1024,0.0092380,using reserve(size) emplace_back
./Cstackarray,i,m,250000,1000000,0.6851790,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.7135930,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.7016600,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.8074520,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.7284110,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.6931540,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.6847880,a[i] = i*x
./Cstackarray,i,m,250000,1000000,0.7160180,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7877750,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7741590,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7644700,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7805310,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.8288530,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.8138440,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.7642900,a[i] = i*x
./cppstdarray,i,m,250000,1000000,1.8403050,a[i] = i*x
./cppstdvectr,i,m,250000,1000024,8.6540700,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.5524350,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.7417770,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.6566550,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.7026930,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.8485810,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.7893280,using reserve(size) emplace_back
./cppstdvectr,i,m,250000,1000024,8.7365980,using reserve(size) emplace_back
